,randLat1,randLong1,randLat2,randLong2,oBike,dBike,coorDistance
65,51.50070305,-0.129698963,51.51580998,-0.105270275,762,112,1.4881830886397978
66,51.47696496,-0.17434706600000002,51.49418566,-0.18267094,700,405,1.2417056431900864
67,51.516226,-0.12482599999999999,51.53466774,-0.125078653,358,804,1.272014851146671
68,51.51248445,-0.09914140800000001,51.507326,-0.14582699999999998,48,528,2.0615691813605137
69,51.48959104,-0.20937859399999997,51.48959104,-0.20937859399999997,633,633,0.0
70,51.51632095,-0.202608612,51.50173726,-0.184980612,661,36,1.2647822094864898
71,51.51476963,-0.18812973100000002,51.51552971,-0.190240716,224,105,0.10573132236311394
72,51.519968,-0.169774,51.51689296,-0.158249929,410,403,0.5442751892931386
73,51.51580998,-0.105270275,51.51580998,-0.105270275,112,112,0.0
74,51.49247977,-0.17843300399999998,51.49705603,-0.168917077,187,150,0.520521167219398
75,51.532090999999994,-0.06142,51.527607,-0.057133,512,578,0.36113544449308904
76,51.530535,-0.025491999999999997,51.51793,-0.067937,470,537,2.040650193226666
77,51.50274025,-0.14956920099999998,51.491026,-0.209121,213,770,2.713349026640447
78,51.53727795,-0.079201849,51.52867339,-0.08745937599999999,748,50,0.6936970785868395
79,51.48335692,-0.21630554600000002,51.514767,-0.225787,711,601,2.20532620655225
80,51.51953043,-0.13577731,51.50706909,-0.145904427,381,49,0.9657881308459317
81,51.52451738,-0.15896364699999999,51.52096262,-0.085634242,114,140,3.19894408130056
82,51.53658514,-0.075885686,51.52469624,-0.084439283,717,32,0.900458178174727
83,51.51611887,-0.128585022,51.50810309,-0.12602103,244,341,0.5640019954350854
84,51.52326004,-0.104708922,51.52443845,-0.138019439,135,239,1.4511515711976988
85,51.48985626,-0.141923621,51.49096258,-0.139625122,178,243,0.12576802986731936
86,51.50935171,-0.14744969,51.50645179,-0.170279555,382,248,1.0129507564363063
87,51.49263658,-0.234094148,51.49263658,-0.234094148,753,753,0.0
88,51.497304,-0.022793,51.50357,-0.020068,576,532,0.44813829036514147
89,51.48796408,-0.161765173,51.49313,-0.156876,747,5,0.4149423704036368
90,51.52836014,-0.104724625,51.53450449,-0.10699270599999999,123,234,0.435120328500668
91,51.541603,-0.138853,51.528302000000004,-0.144466,462,540,0.9493298319050204
92,51.49506109,-0.08581448900000001,51.495898,-0.173009,94,781,3.793050129860066
93,51.50462759,-0.091773776,51.50274025,-0.14956920099999998,194,213,2.517236864701389
94,51.50486,-0.113001,51.50581776,-0.10018633699999999,173,193,0.5612871913485131
95,51.50295379,-0.158456089,51.49334336,-0.19475794899999999,303,332,1.7124740056762668
96,51.49372451,-0.198286569,51.50039792,-0.193068385,142,157,0.513198659139358
97,51.47505096,-0.15090837099999999,51.48805753,-0.140741432,726,185,1.0001664921808393
98,51.50724437,-0.106237501,51.497622,-0.125978,195,583,1.0852259900237338
99,51.487196000000004,-0.179369,51.50136494,-0.19146238100000001,589,133,1.1098347098072565
