,oRandomLat,oRandomLong,dRandomLat,dRandomLong,oTrain,dTrain,oBike,oBikeCoords,dBike,dBikeCoords,bikeMins,trainMins
174,51.45589943967372,-0.14156032840886648,51.5212150196603,-0.2142529007816799,Clapham South,Ladbroke Grove,"Clapham Common North Side, Clapham Common","(51.461240999999994, -0.1525693)","Bevington Road West, North Kensington","(51.5208259, -0.2076607)",29,19.504477611940295
175,51.41872605167088,-0.1035357592030176,51.54621229028185,-0.1693022320714359,Balham,Swiss Cottage,"Saltoun Road, Brixton","(51.460580900000004, -0.1132589)","Charlbert Street, St. John's Wood","(51.53415150000001, -0.16790629999999998)",25,18.425414364640883
177,51.525186365914365,-0.1561119189575202,51.47791322248598,-0.06426411385764384,Baker Street,New Cross Gate,"The Tennis Courts, The Regent's Park","(51.525577, -0.153803)","Bricklayers Arms, Borough","(51.4942419, -0.0850787)",23,24.548686244204017
178,51.56739355629212,-0.14116273668258422,51.52597787173649,-0.10671383545398962,Archway,Farringdon,"Castlehaven Road, Camden Town","(51.544129600000005, -0.14408479999999999)","Finsbury Library , Finsbury","(51.5263786, -0.1045351)",15,15.969835466179159
179,51.4657665844957,-0.03725401125019369,51.58593152381404,-0.08032732366626395,New Cross Gate,Seven Sisters,"Napier Avenue, Millwall","(51.4884314, -0.020638099999999996)","Victoria Park Road, Hackney Central","(51.547124200000006, -0.05682049999999999)",30,21.507772020725387
180,51.4329317460617,-0.11036915921171511,51.445713691585674,-0.18842520557765796,Balham,Southfields,"Saltoun Road, Brixton","(51.460580900000004, -0.1132589)","Neville Gill Close, Wandsworth","(51.4543639, -0.1948588)",33,25.235294117647058
181,51.55074646912953,-0.12249035445987468,51.482428372972755,-0.19792586565800882,Caledonian Road,Fulham Broadway,"Handyside Street, King's Cross","(51.5374403, -0.125248)","Halford Road, West Kensington","(51.48366970000001, -0.1983809)",24,28.712962962962965
182,51.52741199649564,-0.10438763979355965,51.45612686420086,-0.0966655345381075,Angel,Brixton,"Finsbury Library , Finsbury","(51.5263786, -0.1045351)","Saltoun Road, Brixton","(51.460580900000004, -0.1132589)",20,12.388392857142858
183,51.454143008710744,-0.06705453704655089,51.55528903111088,-0.1466313828353517,New Cross Gate,Tufnell Park,"Saltoun Road, Brixton","(51.460580900000004, -0.1132589)","Castlehaven Road, Camden Town","(51.544129600000005, -0.14408479999999999)",29,14.150943396226415
184,51.59421209191203,-0.10860418576937497,51.57587442209363,-0.20547716803481808,Turnpike Lane,Brent Cross,"Castlehaven Road, Camden Town","(51.544129600000005, -0.14408479999999999)","Allington street, Westminster","(51.5806125, -0.2282815)",29,48.88888888888889
185,51.474215349448684,-0.1135487460917234,51.45689062829126,-0.05109070984575899,Stockwell,New Cross Gate,"Normandy Road, Stockwell","(51.4736945, -0.1117038)","Napier Avenue, Millwall","(51.4884314, -0.020638099999999996)",21,46.0
186,51.431721970935044,-0.1669083171396551,51.42965124297538,-0.053080333910891966,Tooting Broadway,Lewisham,"Spencer Park, Wandsworth Common","(51.45316469999999, -0.169008)","Saltoun Road, Brixton","(51.460580900000004, -0.1132589)",48,24.045454545454547
187,51.44864781336422,-0.12942891020732997,51.471439643811486,-0.17849978621661539,Clapham South,Fulham Broadway,"Ferndale Road, Brixton. ","(51.4627695, -0.12202550000000001)","Vicarage Crescent, Battersea","(51.4742548, -0.1765629)",22,20.604395604395606
188,51.48107273694259,-0.03314351570667613,51.429547910661,-0.01879385936388979,New Cross,Lewisham,"Napier Avenue, Millwall","(51.4884314, -0.020638099999999996)","Napier Avenue, Millwall","(51.4884314, -0.020638099999999996)",29,14.870292887029288
189,51.59075787666524,-0.07055979053278953,51.563226812919886,-0.04952643197546604,Tottenham Hale,Blackhorse Road,"Victoria Park Road, Hackney Central","(51.547124200000006, -0.05682049999999999)","Victoria Park Road, Hackney Central","(51.547124200000006, -0.05682049999999999)",2,9.597116200169635
190,51.57544255522556,-0.10902930383126498,51.51326209439267,-0.0847888843232766,Manor House,Bank,"Castlehaven Road, Camden Town","(51.544129600000005, -0.14408479999999999)","Bank of England Museum, Bank","(51.5139287, -0.0883581)",17,20.104240282685513
191,51.433771449792374,-0.13179130126956912,51.48313434251653,-0.21119426898989074,Balham,Barons Court,"Saltoun Road, Brixton","(51.460580900000004, -0.1132589)","Humbolt Road, Fulham","(51.4837932, -0.2121723)",24,30.0
192,51.54464397550328,-0.04653817700283426,51.580391571867125,-0.016573982789735306,Bethnal Green,Walthamstow Central,"Victoria Park Road, Hackney Central","(51.547124200000006, -0.05682049999999999)","Lee Valley VeloPark, Queen Elizabeth Olympic Park","(51.550659, -0.015266)",28,18.828877005347593
193,51.43466510874879,-0.07687897512926285,51.589522038819645,-0.05399986344527337,Brixton,Tottenham Hale,"Saltoun Road, Brixton","(51.460580900000004, -0.1132589)","Victoria Park Road, Hackney Central","(51.547124200000006, -0.05682049999999999)",31,33.578947368421055
194,51.44482449441922,-0.08303218888367069,51.46472329884109,-0.07117998204400787,Brixton,New Cross Gate,"Saltoun Road, Brixton","(51.460580900000004, -0.1132589)","St John's Crescent, Brixton","(51.4661591, -0.11195230000000002)",23,19.502688172043012
195,51.43613734704819,-0.11867215842861155,51.584537381426365,-0.19322803787471055,Balham,Golders Green,"Saltoun Road, Brixton","(51.460580900000004, -0.1132589)","Allington street, Westminster","(51.5806125, -0.2282815)",34,31.5
196,51.43632829160095,-0.1460698685765753,51.44151459029764,-0.06008261315969134,Balham,New Cross Gate,"Spencer Park, Wandsworth Common","(51.45316469999999, -0.169008)","Saltoun Road, Brixton","(51.460580900000004, -0.1132589)",28,24.045454545454547
197,51.48119061585829,-0.18552475884411862,51.59539752765668,-0.07680876428577381,Fulham Broadway,Tottenham Hale,"Hortensia Road, West Brompton","(51.4818392, -0.18527879999999997)","Victoria Park Road, Hackney Central","(51.547124200000006, -0.05682049999999999)",32,38.0
198,51.562033329309,-0.08580808017481013,51.577821328985245,-0.15529176990060187,Manor House,Highgate,"Hertford Road, De Beauvoir Town","(51.54058800000001, -0.0782867)","Castlehaven Road, Camden Town","(51.544129600000005, -0.14408479999999999)",22,29.76953125
199,51.41209111171758,-0.14910607541090923,51.521565982384246,-0.07811645265797505,Colliers Wood,Liverpool Street,"Spencer Park, Wandsworth Common","(51.45316469999999, -0.169008)","Norton Folgate, Liverpool Street","(51.5209597, -0.07870319999999999)",26,36.529411764705884
