,estimate,trip,pickup_estimate
0,"{'surge_confirmation_href': 'https://api.uber.com/surge-confirmations/1423ea5f-b46a-43ff-a678-91e06975799c', 'high_estimate': 10, 'expires_at': 1542134597, 'surge_confirmation_id': '1423ea5f-b46a-43ff-a678-91e06975799c', 'minimum': 7, 'low_estimate': 7, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.26, 'display_amount': '1.7-2.26', 'display_name': 'Distance', 'low_amount': 1.7}, {'high_amount': 2.14, 'display_amount': '1.79-2.14', 'display_name': 'Surge x1.3', 'low_amount': 1.79}, {'high_amount': 2.38, 'display_amount': '1.78-2.38', 'display_name': 'Time', 'low_amount': 1.78}], 'surge_multiplier': 1.3, 'display': '£7-10', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 780, 'distance_estimate': 1.51}",11
1,"{'surge_confirmation_href': 'https://api.uber.com/surge-confirmations/43a1d5a1-17bf-4bac-9ac3-f0d7112f42e0', 'high_estimate': 9, 'expires_at': 1542134597, 'surge_confirmation_id': '43a1d5a1-17bf-4bac-9ac3-f0d7112f42e0', 'minimum': 7, 'low_estimate': 7, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 0.79, 'display_amount': '0.59-0.79', 'display_name': 'Distance', 'low_amount': 0.59}, {'high_amount': 2.0, 'display_amount': '2', 'display_name': 'Surge x1.4', 'low_amount': 2.0}, {'high_amount': 0.8, 'display_amount': '1.23-0.8', 'display_name': '£5.00 Minimum', 'low_amount': 1.23}, {'high_amount': 0.91, 'display_amount': '0.68-0.91', 'display_name': 'Time', 'low_amount': 0.68}], 'surge_multiplier': 1.4, 'display': '£7-9', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 300, 'distance_estimate': 0.52}",7
2,"{'surge_confirmation_href': 'https://api.uber.com/surge-confirmations/93a52cae-1a3d-4ffb-8fe5-9c5f708b5952', 'high_estimate': 10, 'expires_at': 1542134599, 'surge_confirmation_id': '93a52cae-1a3d-4ffb-8fe5-9c5f708b5952', 'minimum': 7, 'low_estimate': 8, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.49, 'display_amount': '1.86-2.49', 'display_name': 'Distance', 'low_amount': 1.86}, {'high_amount': 2.23, 'display_amount': '1.85-2.23', 'display_name': 'Surge x1.3', 'low_amount': 1.85}, {'high_amount': 2.43, 'display_amount': '1.82-2.43', 'display_name': 'Time', 'low_amount': 1.82}], 'surge_multiplier': 1.3, 'display': '£8-10', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 780, 'distance_estimate': 1.65}",7
3,"{'surge_confirmation_href': 'https://api.uber.com/surge-confirmations/3df0b9ad-396d-4a09-8b1a-953bd8436c5b', 'high_estimate': 10, 'expires_at': 1542134600, 'surge_confirmation_id': '3df0b9ad-396d-4a09-8b1a-953bd8436c5b', 'minimum': 8, 'low_estimate': 8, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.39, 'display_amount': '1.04-1.39', 'display_name': 'Distance', 'low_amount': 1.04}, {'high_amount': None, 'display_amount': '0.63', 'display_name': '£5.00 Minimum', 'low_amount': 0.63}, {'high_amount': 3.0, 'display_amount': '3', 'display_name': 'Surge x1.6', 'low_amount': 3.0}, {'high_amount': 1.11, 'display_amount': '0.83-1.11', 'display_name': 'Time', 'low_amount': 0.83}], 'surge_multiplier': 1.6, 'display': '£8-10', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 360, 'distance_estimate': 0.93}",20
4,"{'surge_confirmation_href': 'https://api.uber.com/surge-confirmations/bc8b2cfe-feb4-4ee8-89b1-9b4efb70baea', 'high_estimate': 15, 'expires_at': 1542134600, 'surge_confirmation_id': 'bc8b2cfe-feb4-4ee8-89b1-9b4efb70baea', 'minimum': 8, 'low_estimate': 12, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 3.56, 'display_amount': '2.68-3.56', 'display_name': 'Distance', 'low_amount': 2.68}, {'high_amount': 5.61, 'display_amount': '4.58-5.61', 'display_name': 'Surge x1.6', 'low_amount': 4.58}, {'high_amount': 3.29, 'display_amount': '2.46-3.29', 'display_name': 'Time', 'low_amount': 2.46}], 'surge_multiplier': 1.6, 'display': '£12-15', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 1080, 'distance_estimate': 2.38}",8
5,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.04, 'display_amount': '0.78-1.04', 'display_name': 'Distance', 'low_amount': 0.78}, {'high_amount': 0.57, 'display_amount': '1.05-0.57', 'display_name': '£5.00 Minimum', 'low_amount': 1.05}, {'high_amount': 0.89, 'display_amount': '0.67-0.89', 'display_name': 'Time', 'low_amount': 0.67}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 300, 'distance_estimate': 0.69}",13
6,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.35, 'display_amount': '1.01-1.35', 'display_name': 'Distance', 'low_amount': 1.01}, {'high_amount': None, 'display_amount': '0.41', 'display_name': '£5.00 Minimum', 'low_amount': 0.41}, {'high_amount': 1.45, 'display_amount': '1.08-1.45', 'display_name': 'Time', 'low_amount': 1.08}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 480, 'distance_estimate': 0.9}",6
7,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 0.26, 'display_amount': '0.2-0.26', 'display_name': 'Distance', 'low_amount': 0.2}, {'high_amount': 1.6, 'display_amount': '1.82-1.6', 'display_name': '£5.00 Minimum', 'low_amount': 1.82}, {'high_amount': 0.64, 'display_amount': '0.48-0.64', 'display_name': 'Time', 'low_amount': 0.48}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 240, 'distance_estimate': 0.18}",16
8,"{'surge_confirmation_href': 'https://api.uber.com/surge-confirmations/e91d1477-dd81-459e-81bb-2b64e3a69fb0', 'high_estimate': 11, 'expires_at': 1542134606, 'surge_confirmation_id': 'e91d1477-dd81-459e-81bb-2b64e3a69fb0', 'minimum': 8, 'low_estimate': 8, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.78, 'display_amount': '1.33-1.78', 'display_name': 'Distance', 'low_amount': 1.33}, {'high_amount': 3.77, 'display_amount': '3.2-3.77', 'display_name': 'Surge x1.6', 'low_amount': 3.2}, {'high_amount': 2.0, 'display_amount': '1.5-2', 'display_name': 'Time', 'low_amount': 1.5}], 'surge_multiplier': 1.6, 'display': '£8-11', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 660, 'distance_estimate': 1.18}",7
9,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.69, 'display_amount': '1.26-1.69', 'display_name': 'Distance', 'low_amount': 1.26}, {'high_amount': None, 'display_amount': '0.17', 'display_name': '£5.00 Minimum', 'low_amount': 0.17}, {'high_amount': 1.43, 'display_amount': '1.07-1.43', 'display_name': 'Time', 'low_amount': 1.07}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 480, 'distance_estimate': 1.13}",14
