,estimate,trip,pickup_estimate
0,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 0.41, 'display_amount': '0.31-0.41', 'display_name': 'Distance', 'low_amount': 0.31}, {'high_amount': 1.02, 'display_amount': '1.39-1.02', 'display_name': '£5.00 Minimum', 'low_amount': 1.39}, {'high_amount': 1.07, 'display_amount': '0.8-1.07', 'display_name': 'Time', 'low_amount': 0.8}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 360, 'distance_estimate': 0.28}",5
1,"{'surge_confirmation_href': None, 'high_estimate': 7, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.64, 'display_amount': '1.98-2.64', 'display_name': 'Distance', 'low_amount': 1.98}, {'high_amount': 1.78, 'display_amount': '1.33-1.78', 'display_name': 'Time', 'low_amount': 1.33}], 'surge_multiplier': 1.0, 'display': '£5-7', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 600, 'distance_estimate': 1.76}",4
2,"{'surge_confirmation_href': None, 'high_estimate': 11, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 8, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 5.49, 'display_amount': '4.11-5.49', 'display_name': 'Distance', 'low_amount': 4.11}, {'high_amount': 2.66, 'display_amount': '2-2.66', 'display_name': 'Time', 'low_amount': 2.0}], 'surge_multiplier': 1.0, 'display': '£8-11', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 900, 'distance_estimate': 3.66}",15
3,"{'surge_confirmation_href': None, 'high_estimate': 7, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.06, 'display_amount': '1.55-2.06', 'display_name': 'Distance', 'low_amount': 1.55}, {'high_amount': 1.7, 'display_amount': '1.27-1.7', 'display_name': 'Time', 'low_amount': 1.27}], 'surge_multiplier': 1.0, 'display': '£5-7', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 540, 'distance_estimate': 1.38}",2
5,"{'surge_confirmation_href': None, 'high_estimate': 7, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.05, 'display_amount': '1.54-2.05', 'display_name': 'Distance', 'low_amount': 1.54}, {'high_amount': 1.98, 'display_amount': '1.48-1.98', 'display_name': 'Time', 'low_amount': 1.48}], 'surge_multiplier': 1.0, 'display': '£5-7', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 660, 'distance_estimate': 1.37}",4
6,"{'surge_confirmation_href': None, 'high_estimate': 17, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 12, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 7.89, 'display_amount': '5.91-7.89', 'display_name': 'Distance', 'low_amount': 5.91}, {'high_amount': 5.82, 'display_amount': '4.36-5.82', 'display_name': 'Time', 'low_amount': 4.36}], 'surge_multiplier': 1.0, 'display': '£12-17', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 1920, 'distance_estimate': 5.26}",4
7,"{'surge_confirmation_href': None, 'high_estimate': 16, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 12, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 7.93, 'display_amount': '5.95-7.93', 'display_name': 'Distance', 'low_amount': 5.95}, {'high_amount': 5.25, 'display_amount': '3.94-5.25', 'display_name': 'Time', 'low_amount': 3.94}], 'surge_multiplier': 1.0, 'display': '£12-16', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 1740, 'distance_estimate': 5.29}",6
8,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.4, 'display_amount': '1.05-1.4', 'display_name': 'Distance', 'low_amount': 1.05}, {'high_amount': None, 'display_amount': '0.46', 'display_name': '£5.00 Minimum', 'low_amount': 0.46}, {'high_amount': 1.33, 'display_amount': '0.99-1.33', 'display_name': 'Time', 'low_amount': 0.99}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 420, 'distance_estimate': 0.93}",7
9,"{'surge_confirmation_href': None, 'high_estimate': 9, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 6, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 3.34, 'display_amount': '2.5-3.34', 'display_name': 'Distance', 'low_amount': 2.5}, {'high_amount': 2.53, 'display_amount': '1.9-2.53', 'display_name': 'Time', 'low_amount': 1.9}], 'surge_multiplier': 1.0, 'display': '£6-9', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 840, 'distance_estimate': 2.23}",4
10,"{'surge_confirmation_href': None, 'high_estimate': 8, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 6, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 3.25, 'display_amount': '2.44-3.25', 'display_name': 'Distance', 'low_amount': 2.44}, {'high_amount': 1.89, 'display_amount': '1.42-1.89', 'display_name': 'Time', 'low_amount': 1.42}], 'surge_multiplier': 1.0, 'display': '£6-8', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 660, 'distance_estimate': 2.16}",5
11,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.51, 'display_amount': '1.14-1.51', 'display_name': 'Distance', 'low_amount': 1.14}, {'high_amount': 0.01, 'display_amount': '0.62-0.01', 'display_name': '£5.00 Minimum', 'low_amount': 0.62}, {'high_amount': 0.98, 'display_amount': '0.74-0.98', 'display_name': 'Time', 'low_amount': 0.74}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 300, 'distance_estimate': 1.01}",7
