,estimate,trip,pickup_estimate
31,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 0.79, 'display_amount': '0.59-0.79', 'display_name': 'Distance', 'low_amount': 0.59}, {'high_amount': 0.76, 'display_amount': '1.2-0.76', 'display_name': '£5.00 Minimum', 'low_amount': 1.2}, {'high_amount': 0.95, 'display_amount': '0.71-0.95', 'display_name': 'Time', 'low_amount': 0.71}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 300, 'distance_estimate': 0.53}",12
32,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 0.91, 'display_amount': '0.68-0.91', 'display_name': 'Distance', 'low_amount': 0.68}, {'high_amount': 0.85, 'display_amount': '1.26-0.85', 'display_name': '£5.00 Minimum', 'low_amount': 1.26}, {'high_amount': 0.74, 'display_amount': '0.56-0.74', 'display_name': 'Time', 'low_amount': 0.56}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 240, 'distance_estimate': 0.6}",16
33,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.54, 'display_amount': '1.15-1.54', 'display_name': 'Distance', 'low_amount': 1.15}, {'high_amount': None, 'display_amount': '0.47', 'display_name': '£5.00 Minimum', 'low_amount': 0.47}, {'high_amount': 1.17, 'display_amount': '0.88-1.17', 'display_name': 'Time', 'low_amount': 0.88}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 420, 'distance_estimate': 1.02}",9
34,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 0.76, 'display_amount': '0.56-0.76', 'display_name': 'Distance', 'low_amount': 0.56}, {'high_amount': 1.0, 'display_amount': '1.38-1', 'display_name': '£5.00 Minimum', 'low_amount': 1.38}, {'high_amount': 0.74, 'display_amount': '0.56-0.74', 'display_name': 'Time', 'low_amount': 0.56}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 240, 'distance_estimate': 0.51}",10
35,"{'surge_confirmation_href': None, 'high_estimate': 7, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.98, 'display_amount': '1.49-1.98', 'display_name': 'Distance', 'low_amount': 1.49}, {'high_amount': 1.86, 'display_amount': '1.39-1.86', 'display_name': 'Time', 'low_amount': 1.39}], 'surge_multiplier': 1.0, 'display': '£5-7', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 600, 'distance_estimate': 1.32}",10
36,"{'surge_confirmation_href': None, 'high_estimate': 8, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 6, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.66, 'display_amount': '2-2.66', 'display_name': 'Distance', 'low_amount': 2.0}, {'high_amount': 2.82, 'display_amount': '2.11-2.82', 'display_name': 'Time', 'low_amount': 2.11}], 'surge_multiplier': 1.0, 'display': '£6-8', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 960, 'distance_estimate': 1.77}",9
37,"{'surge_confirmation_href': 'https://api.uber.com/surge-confirmations/378451ed-79c9-44df-8513-9f69829f99f0', 'high_estimate': 7, 'expires_at': 1542222810, 'surge_confirmation_id': '378451ed-79c9-44df-8513-9f69829f99f0', 'minimum': 7, 'low_estimate': 6, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.59, 'display_amount': '1.19-1.59', 'display_name': 'Distance', 'low_amount': 1.19}, {'high_amount': None, 'display_amount': '0.45', 'display_name': '£5.00 Minimum', 'low_amount': 0.45}, {'high_amount': 1.57, 'display_amount': '1.5-1.57', 'display_name': 'Surge x1.3', 'low_amount': 1.5}, {'high_amount': 1.15, 'display_amount': '0.86-1.15', 'display_name': 'Time', 'low_amount': 0.86}], 'surge_multiplier': 1.3, 'display': '£6-7', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 360, 'distance_estimate': 1.06}",19
38,"{'surge_confirmation_href': None, 'high_estimate': 7, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.04, 'display_amount': '1.53-2.04', 'display_name': 'Distance', 'low_amount': 1.53}, {'high_amount': 2.24, 'display_amount': '1.68-2.24', 'display_name': 'Time', 'low_amount': 1.68}], 'surge_multiplier': 1.0, 'display': '£5-7', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 720, 'distance_estimate': 1.36}",10
39,"{'surge_confirmation_href': None, 'high_estimate': 13, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 9, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 5.2, 'display_amount': '3.9-5.2', 'display_name': 'Distance', 'low_amount': 3.9}, {'high_amount': 4.52, 'display_amount': '3.39-4.52', 'display_name': 'Time', 'low_amount': 3.39}], 'surge_multiplier': 1.0, 'display': '£9-13', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 1500, 'distance_estimate': 3.47}",6
40,"{'surge_confirmation_href': None, 'high_estimate': 14, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 10, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 6.51, 'display_amount': '4.89-6.51', 'display_name': 'Distance', 'low_amount': 4.89}, {'high_amount': 4.29, 'display_amount': '3.22-4.29', 'display_name': 'Time', 'low_amount': 3.22}], 'surge_multiplier': 1.0, 'display': '£10-14', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 1440, 'distance_estimate': 4.34}",8
