,originBikeStation,destBikeStation,uberTripTime,uberTripDistance,uberTripValue
204,250,84,1800,3.46,£10-14
205,817,710,540,1.51,£5-7
206,340,200,840,1.29,£5-7
207,132,98,1680,3.64,£10-13
208,7,456,420,1.24,£5-6
209,492,17,1680,3.86,£10-14
210,394,163,1320,4.02,£10-13
211,280,745,600,1.35,£5-7
212,601,428,1200,3.25,£8-11
213,551,556,300,0.42,£5-6
214,492,33,780,1.63,£6-8
215,84,104,1260,2.03,£7-10
216,191,248,540,1.44,£5-7
217,515,527,240,0.34,£5-6
218,457,234,840,2.46,£7-9
219,206,317,1200,2.67,£8-11
220,648,723,240,0.56,£5-6
221,671,729,240,0.44,£5-6
222,73,534,540,1.14,£5-6
223,427,54,420,0.86,£5-6
224,457,65,780,1.84,£6-8
225,98,81,540,0.84,£5-6
226,27,233,900,1.53,£6-8
227,612,664,360,1.16,£5-6
228,329,47,480,1.4,£5-6
229,695,33,1140,2.89,£8-11
230,785,812,300,1.02,£5-6
231,320,74,540,1.32,£5-7
232,389,662,1260,2.5,£8-10
233,189,579,960,2.02,£6-9
234,356,662,540,1.21,£5-6
235,24,465,1320,3.59,£9-12
236,509,115,900,1.41,£6-8
237,300,248,300,0.33,£5-6
238,190,291,300,0.55,£5-6
239,270,86,300,0.57,£5-6
240,702,132,300,0.63,£5-6
241,296,2,480,0.83,£5-6
242,664,432,840,2.18,£6-9
243,138,191,660,0.79,£5-6
244,806,14,660,1.28,£5-7
245,790,789,240,0.33,£5-6
246,499,719,720,2.29,£6-9
247,139,272,420,0.6,£5-6
248,167,832,1440,4.04,£10-13
249,14,66,780,1.6,£6-8
250,760,47,420,1.09,£5-6
251,510,453,420,1.59,£5-7
252,68,16,480,0.93,£5-6
253,666,172,960,2.38,£7-9
254,200,763,780,2.02,£6-8
255,9,154,660,1.49,£5-7
256,78,132,780,1.27,£5-7
257,89,26,240,0.23,£5-6
258,80,132,1860,3.14,£10-13
259,154,509,1260,3.33,£9-12
260,337,13,1740,3.45,£10-13
261,312,560,840,2.57,£7-9
262,48,214,900,2.4,£7-9
263,681,782,420,1.22,£5-6
264,146,680,720,2.21,£6-8
265,768,228,1560,4.6,£11-15
266,278,358,1320,3.32,£9-12
267,574,140,420,1.11,£5-6
268,174,61,1020,2.15,£7-9
269,360,190,360,0.74,£5-6
270,603,85,1140,2.94,£8-11
271,518,130,1440,2.92,£8-12
272,522,531,240,0.53,£5-6
273,646,361,960,1.92,£6-9
274,174,167,1440,2.86,£8-12
275,492,471,360,1.15,£5-6
276,639,150,900,2.41,£7-9
277,430,750,600,1.73,£5-7
278,312,646,1800,3.38,£10-13
279,4,306,780,1.5,£5-8
280,101,55,660,1.18,£5-7
281,568,378,720,2.02,£6-8
282,74,268,360,1.07,£5-6
283,14,295,1800,3.53,£10-14
284,200,445,420,0.87,£5-6
285,717,480,1140,3.18,£8-11
286,335,270,1080,2.28,£7-10
287,661,647,720,2.11,£6-8
288,249,810,420,0.79,£5-6
289,83,426,1020,1.83,£6-9
290,193,492,1740,4.8,£11-15
291,16,12,780,1.29,£5-7
292,573,664,540,1.65,£5-7
293,248,404,420,0.89,£5-6
294,692,459,240,0.75,£5-6
295,67,109,1560,1.87,£8-10
296,85,732,420,0.67,£5-6
297,350,307,480,1.06,£5-6
298,43,129,1020,1.66,£6-8
299,177,24,1500,3.34,£9-12
300,140,66,780,1.3,£5-7
301,174,1,900,1.84,£6-8
302,351,57,600,1.44,£5-7
303,368,110,1440,3.16,£9-12
304,427,265,2160,4.67,£12-16
305,57,12,780,1.41,£5-7
306,757,231,360,0.82,£5-6
307,735,675,240,0.69,£5-6
308,802,387,540,1.56,£5-7
309,251,565,420,1.02,£5-6
310,281,178,480,1.56,£5-7
311,514,647,1020,4.75,£10-13
312,138,303,600,1,£5-6
313,192,238,1320,3,£8-11
314,541,248,600,2.04,£6-8
315,230,579,660,1.03,£5-7
316,213,224,1140,2.57,£7-10
317,361,809,1200,1.48,£6-9
318,229,268,1200,1.82,£7-9
319,3,544,600,1.27,£5-7
320,14,125,1620,3.38,£9-13
321,553,463,300,0.59,£5-6
322,366,670,1560,3.91,£10-14
323,500,537,420,0.72,£5-6
324,251,58,360,0.52,£5-6
325,405,397,900,2.14,£6-9
326,503,470,540,1.61,£5-7
327,221,511,1860,4.92,£12-16
328,130,92,720,1.7,£6-8
329,51,260,1500,2.21,£8-11
330,257,815,2100,3.55,£11-15
331,521,785,480,1.82,£5-7
332,226,166,720,1.43,£5-7
333,105,643,300,0.9,£5-6
334,762,9,1200,2.62,£8-11
335,86,270,300,0.68,£5-6
336,503,444,360,0.46,£5-6
337,340,732,600,0.98,£5-6
338,209,292,300,0.59,£5-6
339,138,733,420,0.57,£5-6
340,279,427,2460,4.47,£13-17
341,331,223,1380,3.09,£9-12
342,626,681,300,1.26,£5-6
343,588,73,480,0.89,£5-6
344,757,312,1620,6.06,£12-17
345,657,373,900,2.43,£7-9
346,340,9,600,1.17,£5-7
347,779,123,1080,2.53,£7-10
348,420,625,1440,3.34,£9-12
349,298,27,1140,2.6,£7-10
350,428,161,780,2.42,£6-9
351,782,596,480,0.96,£5-6
352,641,190,480,1.23,£5-6
353,603,714,480,1.34,£5-6
354,54,336,900,2.26,£7-9
355,39,14,1080,2.66,£7-10
356,14,22,480,1.2,£5-6
357,800,616,1260,3.63,£9-12
358,100,340,1320,3.26,£9-12
359,517,520,360,1.17,£5-6
360,769,780,300,0.78,£5-6
361,373,290,1020,1.71,£6-9
362,243,130,1800,4.77,£11-16
363,792,217,1200,1.58,£6-9
364,393,32,780,1.5,£6-8
365,348,248,780,1.67,£6-8
366,14,6,1020,1.69,£6-9
367,747,333,1080,2.71,£8-10
368,131,70,480,1.16,£5-6
369,456,121,780,2.06,£6-8
370,24,318,1440,1.64,£7-10
371,633,727,420,1.33,£5-6
372,111,307,660,1.49,£5-7
373,779,483,780,1.35,£5-7
374,628,710,600,2.09,£6-8
375,268,294,240,0.7,£5-6
376,116,356,1440,2.33,£8-11
377,282,95,1020,2.33,£7-10
378,350,584,480,1.13,£5-6
379,196,826,1560,2.15,£8-11
380,639,381,2160,5.26,£13-17
381,50,465,300,0.9,£5-6
382,511,811,600,1.93,£6-8
383,621,672,300,1.15,£5-6
384,348,181,720,1.18,£5-7
385,57,235,1500,2.73,£8-12
386,160,800,1020,2.36,£7-10
387,807,6,1320,3.67,£9-12
388,599,644,240,0.19,£5-6
389,27,71,480,0.97,£5-6
390,761,707,300,0.87,£5-6
391,217,354,900,2.44,£7-9
392,826,424,300,0.57,£5-6
393,729,671,240,0.44,£5-6
394,218,161,600,1.65,£5-7
395,185,213,720,1.52,£5-7
396,19,695,960,1.94,£6-9
397,1,553,1320,3.3,£9-12
398,730,596,960,2.6,£7-10
399,730,687,660,1.43,£5-7
400,647,279,900,4.04,£9-12
401,193,347,600,1.08,£5-6
402,96,340,660,1.53,£5-7
403,531,109,2460,6.13,£14-20
404,50,358,1020,2.17,£7-9
405,811,215,1200,3.57,£9-12
406,647,289,1440,5.35,£11-15
407,235,341,1080,2.67,£7-10
408,568,303,900,2.5,£7-9
409,216,395,600,1.3,£5-7
410,453,71,1080,3.17,£8-11
411,298,803,720,1.57,£5-8
412,270,144,300,0.58,£5-6
413,72,374,1320,2.57,£8-11
414,314,488,1020,2.02,£7-9
415,115,536,900,1.76,£6-8
416,158,392,540,1.52,£5-7
417,272,832,1080,3.51,£8-11
418,632,165,1680,4.51,£11-15
419,217,154,1200,2.67,£8-11
420,190,221,240,0.43,£5-6
421,581,300,1140,1.95,£7-9
422,324,92,240,0.25,£5-6
423,229,236,1680,3.16,£9-13
424,355,320,540,1.61,£5-7
425,174,280,1440,4.39,£10-14
426,680,250,660,1.19,£5-7
427,447,547,420,1.84,£5-7
428,365,748,540,1.7,£5-7
429,54,341,1500,2.78,£8-12
430,177,185,300,0.96,£5-6
431,48,541,1260,2.31,£8-10
432,495,539,1080,3.89,£9-12
433,263,282,960,1.71,£6-8
434,721,783,300,0.68,£5-6
435,312,428,1200,3.57,£9-12
436,18,33,1500,3.04,£9-12
437,495,788,600,2.1,£6-8
438,58,251,360,0.5,£5-6
439,623,735,360,0.81,£5-6
440,86,583,480,1.02,£5-6
441,730,601,780,2.37,£6-9
442,48,797,1080,2.15,£7-9
443,431,25,540,1.09,£5-6
444,46,645,780,2.18,£6-9
445,94,457,2220,5.04,£13-17
446,31,340,600,1.31,£5-7
447,124,174,1440,2.45,£8-11
448,583,19,1740,2.53,£9-12
449,495,511,900,2.46,£7-9
450,815,217,1500,2.83,£9-12
451,294,309,1200,2.25,£7-10
452,613,634,240,0.83,£5-6
453,492,518,420,0.69,£5-6
454,796,71,780,1.83,£6-8
455,96,95,540,1.37,£5-7
456,305,440,240,0.35,£5-6
457,798,227,360,0.54,£5-6
458,479,553,360,0.85,£5-6
459,430,800,540,1.83,£5-7
460,498,542,480,1.44,£5-7
461,3,495,1560,4.34,£10-14
462,762,229,660,0.78,£5-6
463,9,762,1140,2.17,£7-10
464,733,428,480,1.29,£5-6
465,240,321,600,1.48,£5-7
466,48,564,300,0.9,£5-6
467,118,423,480,1.04,£5-6
468,52,154,1380,2.98,PK-£12
469,733,336,1440,2.23,£8-11
470,81,674,780,2.03,£6-8
471,48,564,300,0.9,£5-6
472,118,423,480,1.04,£5-6
473,52,154,1380,2.98,PK-£12
474,733,336,1440,2.23,£8-11
475,81,674,780,2.03,£6-8
476,132,251,300,0.45,£5-6
477,318,221,1140,1.83,£7-9
478,318,116,660,0.72,£5-6
479,94,237,1200,1.62,£6-9
480,774,737,360,1.11,£5-6
481,614,794,840,1.9,£6-8
482,134,703,960,2.72,£7-10
483,737,584,1380,3.19,£9-12
484,107,254,360,1.04,£5-6
485,42,779,900,1.73,£6-8
486,220,288,600,1.08,£5-6
487,615,682,360,1.37,£5-6
488,765,753,720,2.49,£6-9
489,324,94,360,1.08,£5-6
490,470,487,720,2.96,£7-10
491,356,428,360,0.48,£5-6
492,500,530,780,3.03,£7-10
493,264,717,960,2.61,£7-10
494,382,201,960,1.39,£6-8
495,300,213,840,1.38,£5-8
496,605,159,960,1.72,£6-8
497,57,227,360,0.87,£5-6
498,85,411,720,1.47,£5-7
499,764,676,780,2.35,£6-9
500,518,32,1140,2.33,£7-10
501,358,77,720,1.18,£5-7
502,365,572,1020,2.58,£7-10
503,136,118,1200,2.82,£8-11
504,73,588,300,0.64,£5-6
505,553,496,1020,3.56,£8-11
506,512,42,720,1.85,£6-8
507,134,458,240,0.6,£5-6
508,770,634,240,0.48,£5-6
509,64,256,540,0.86,£5-6
510,340,195,600,1.21,£5-7
511,359,138,960,2.21,£7-9
512,101,66,540,1.2,£5-6
513,762,646,300,0.47,£5-6
514,568,315,960,2.16,£7-9
515,404,524,480,1.24,£5-6
516,437,305,300,0.47,£5-6
517,300,432,360,0.6,£5-6
518,419,587,2160,4.38,£12-16
519,87,491,840,1.91,£6-8
520,332,378,420,1.02,£5-6
521,489,335,1080,3.17,£8-11
522,218,171,360,1.08,£5-6
523,81,56,600,0.73,£5-6
524,673,218,600,2.12,£6-8
525,128,333,600,1.33,£5-7
526,18,101,1020,2.09,£7-9
527,445,450,660,1.02,£5-7
528,786,785,360,1.2,£5-6
529,140,427,540,0.72,£5-6
530,432,290,960,2.08,£6-9
531,829,126,1860,4.97,£12-16
532,588,54,480,1.08,£5-6
533,338,645,720,1.89,£6-8
534,475,476,360,1.49,£5-6
535,282,702,540,1,£5-6
536,755,161,600,1.98,£6-8
537,121,116,780,1.12,£5-7
538,121,381,720,1.21,£5-7
539,732,310,900,2.14,£6-9
540,452,712,780,2.3,£6-9
541,159,199,2340,3.36,£11-15
542,58,444,540,1.34,£5-7
543,508,14,1020,2.9,£8-10
544,71,123,540,1.17,£5-6
545,260,301,660,0.81,£5-6
546,572,581,660,2.05,£6-8
547,521,692,360,0.93,£5-6
548,478,102,840,1.57,£6-8
549,376,57,1200,2.97,£8-11
550,659,245,780,2.67,£7-9
551,28,6,420,0.51,£5-6
552,549,192,1500,2.19,£8-11
553,638,216,840,2.1,£6-9
554,354,252,660,1.38,£5-7
555,811,547,420,1.83,£5-7
556,187,782,540,1.26,£5-7
557,693,724,420,1.7,£5-7
558,701,607,1080,2.89,£8-11
559,107,319,360,0.58,£5-6
560,532,570,300,0.15,£5-6
561,386,797,840,1.61,£6-8
562,424,309,900,2.12,£6-9
563,730,639,660,1.96,£6-8
564,170,314,1320,3.42,£9-12
565,85,275,1080,2.19,£7-10
566,133,2,240,0.37,£5-6
567,302,752,300,1.01,£5-6
568,202,217,420,0.86,£5-6
569,282,790,1320,4.01,£9-13
570,215,546,660,1.39,£5-7
571,609,764,360,0.6,£5-6
572,632,638,360,0.92,£5-6
573,411,321,660,1.53,£5-7
574,524,188,540,0.96,£5-6
575,378,428,240,0.53,£5-6
576,115,383,1440,3.56,£9-13
577,203,206,1080,2.54,£7-10
578,50,466,420,0.91,£5-6
579,524,213,720,1.82,£6-8
580,460,503,420,1.14,£5-6
581,195,508,1440,2.18,£8-11
582,737,101,2580,6.54,£15-20
583,14,279,1320,3.33,£9-12
584,104,252,900,2.28,£7-9
585,810,186,2280,5.17,£13-18
586,101,55,600,1.07,£5-6
587,428,191,360,1.07,£5-6
588,219,568,900,2.41,£7-9
589,15,795,780,1.19,£5-7
590,521,68,1440,3.81,£10-13
591,354,294,840,1.76,£6-8
592,1,630,1920,5.33,£12-17
593,612,251,2340,5.13,£13-18
594,681,219,720,2.41,£6-9
595,381,581,420,0.71,£5-6
596,31,506,660,1.14,£5-7
597,796,67,420,1.2,£5-6
598,258,222,360,1.08,£5-6
599,69,386,1020,1.74,£6-9
600,449,340,720,1.71,£5-8
601,132,491,720,1.96,£6-8
602,292,704,1740,4.57,£11-15
603,591,633,720,2.17,£6-8
604,105,591,780,3.39,£8-10
605,564,485,1620,4.14,£10-14
606,92,217,1080,1.65,£6-9
607,215,779,840,0.75,£5-7
608,17,14,600,1.09,£5-6
609,405,274,480,1.26,£5-6
610,481,473,840,2.07,£6-9
611,541,213,240,0.41,£5-6
612,213,111,420,0.81,£5-6
