,estimate,trip,pickup_estimate
1,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.0, 'display_amount': '1.5-2', 'display_name': 'Distance', 'low_amount': 1.5}, {'high_amount': None, 'display_amount': '0.01', 'display_name': '£5.00 Minimum', 'low_amount': 0.01}, {'high_amount': 1.33, 'display_amount': '0.99-1.33', 'display_name': 'Time', 'low_amount': 0.99}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 420, 'distance_estimate': 1.33}",3
2,"{'surge_confirmation_href': None, 'high_estimate': 7, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.23, 'display_amount': '1.68-2.23', 'display_name': 'Distance', 'low_amount': 1.68}, {'high_amount': 1.98, 'display_amount': '1.48-1.98', 'display_name': 'Time', 'low_amount': 1.48}], 'surge_multiplier': 1.0, 'display': '£5-7', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 660, 'distance_estimate': 1.49}",9
3,"{'surge_confirmation_href': None, 'high_estimate': 7, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.03, 'display_amount': '1.51-2.03', 'display_name': 'Distance', 'low_amount': 1.51}, {'high_amount': 2.27, 'display_amount': '1.7-2.27', 'display_name': 'Time', 'low_amount': 1.7}], 'surge_multiplier': 1.0, 'display': '£5-7', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 780, 'distance_estimate': 1.35}",9
4,"{'surge_confirmation_href': None, 'high_estimate': 8, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 6, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 3.14, 'display_amount': '2.35-3.14', 'display_name': 'Distance', 'low_amount': 2.35}, {'high_amount': 1.82, 'display_amount': '1.37-1.82', 'display_name': 'Time', 'low_amount': 1.37}], 'surge_multiplier': 1.0, 'display': '£6-8', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 600, 'distance_estimate': 2.09}",12
5,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.05, 'display_amount': '0.79-1.05', 'display_name': 'Distance', 'low_amount': 0.79}, {'high_amount': 0.78, 'display_amount': '1.21-0.78', 'display_name': '£5.00 Minimum', 'low_amount': 1.21}, {'high_amount': 0.67, 'display_amount': '0.5-0.67', 'display_name': 'Time', 'low_amount': 0.5}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 240, 'distance_estimate': 0.7}",5
6,"{'surge_confirmation_href': None, 'high_estimate': 11, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 8, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 3.5, 'display_amount': '2.63-3.5', 'display_name': 'Distance', 'low_amount': 2.63}, {'high_amount': 4.36, 'display_amount': '3.27-4.36', 'display_name': 'Time', 'low_amount': 3.27}], 'surge_multiplier': 1.0, 'display': '£8-11', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 1440, 'distance_estimate': 2.33}",7
7,"{'surge_confirmation_href': None, 'high_estimate': 10, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 7, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 3.5, 'display_amount': '2.63-3.5', 'display_name': 'Distance', 'low_amount': 2.63}, {'high_amount': 3.09, 'display_amount': '2.32-3.09', 'display_name': 'Time', 'low_amount': 2.32}], 'surge_multiplier': 1.0, 'display': '£7-10', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 1020, 'distance_estimate': 2.33}",4
8,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.69, 'display_amount': '1.26-1.69', 'display_name': 'Distance', 'low_amount': 1.26}, {'high_amount': None, 'display_amount': '0.09', 'display_name': '£5.00 Minimum', 'low_amount': 0.09}, {'high_amount': 1.53, 'display_amount': '1.15-1.53', 'display_name': 'Time', 'low_amount': 1.15}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 480, 'distance_estimate': 1.13}",9
9,"{'surge_confirmation_href': None, 'high_estimate': 11, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 8, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 3.23, 'display_amount': '2.41-3.23', 'display_name': 'Distance', 'low_amount': 2.41}, {'high_amount': 4.69, 'display_amount': '3.51-4.69', 'display_name': 'Time', 'low_amount': 3.51}], 'surge_multiplier': 1.0, 'display': '£8-11', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 1560, 'distance_estimate': 2.15}",5
10,"{'surge_confirmation_href': None, 'high_estimate': 17, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 13, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 7.89, 'display_amount': '5.91-7.89', 'display_name': 'Distance', 'low_amount': 5.91}, {'high_amount': 6.44, 'display_amount': '4.83-6.44', 'display_name': 'Time', 'low_amount': 4.83}], 'surge_multiplier': 1.0, 'display': '£13-17', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 2160, 'distance_estimate': 5.26}",8
11,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.35, 'display_amount': '1.01-1.35', 'display_name': 'Distance', 'low_amount': 1.01}, {'high_amount': 0.33, 'display_amount': '0.88-0.33', 'display_name': '£5.00 Minimum', 'low_amount': 0.88}, {'high_amount': 0.82, 'display_amount': '0.61-0.82', 'display_name': 'Time', 'low_amount': 0.61}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 300, 'distance_estimate': 0.9}",7
12,"{'surge_confirmation_href': None, 'high_estimate': 8, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 6, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.9, 'display_amount': '2.18-2.9', 'display_name': 'Distance', 'low_amount': 2.18}, {'high_amount': 1.76, 'display_amount': '1.32-1.76', 'display_name': 'Time', 'low_amount': 1.32}], 'surge_multiplier': 1.0, 'display': '£6-8', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 600, 'distance_estimate': 1.93}",5
13,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.73, 'display_amount': '1.3-1.73', 'display_name': 'Distance', 'low_amount': 1.3}, {'high_amount': None, 'display_amount': '0.48', 'display_name': '£5.00 Minimum', 'low_amount': 0.48}, {'high_amount': 0.96, 'display_amount': '0.72-0.96', 'display_name': 'Time', 'low_amount': 0.72}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 300, 'distance_estimate': 1.15}",14
