,estimate,trip,pickup_estimate
1,"{'surge_confirmation_href': None, 'high_estimate': 7, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 2.01, 'display_amount': '1.51-2.01', 'display_name': 'Distance', 'low_amount': 1.51}, {'high_amount': 2.17, 'display_amount': '1.62-2.17', 'display_name': 'Time', 'low_amount': 1.62}], 'surge_multiplier': 1.0, 'display': '£5-7', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 720, 'distance_estimate': 1.34}",4
2,"{'surge_confirmation_href': None, 'high_estimate': 6, 'surge_confirmation_id': None, 'minimum': 5, 'low_estimate': 5, 'fare_breakdown': [{'high_amount': 2.5, 'display_amount': '2.5', 'display_name': 'Base Fare', 'low_amount': 2.5}, {'high_amount': 1.95, 'display_amount': '1.46-1.95', 'display_name': 'Distance', 'low_amount': 1.46}, {'high_amount': 1.4, 'display_amount': '1.05-1.4', 'display_name': 'Time', 'low_amount': 1.05}], 'surge_multiplier': 1.0, 'display': '£5-6', 'currency_code': 'GBP'}","{'distance_unit': 'mile', 'duration_estimate': 480, 'distance_estimate': 1.3}",6
